image;caption
3923616497.jpg; A shirtless man in white pants is breathing fire in front of spectators in Indian style clothing .
3923616497.jpg; A half naked man in ethnic dress is breathing fire .
3923616497.jpg; Several males gather around a shirtless , white panted with ankle bells and a pearl necklace as he blows something from his mouth to create a ball of fire .
2313822078.jpg; A child swings on his stomach on a tire swing amidst trees .
2313822078.jpg; A very little child swings on a tire swing .
2313822078.jpg; a small kid swinging on a tire swing
1015584366.jpg; A large black dog leaps a fallen log .
1015584366.jpg; A black dog leaps over a log .
1015584366.jpg; The black dog jumped the tree stump .
3492180255.jpg; A teammate helps another teammate off of the field .
3492180255.jpg; A person in a pink jacket is running onto the field .
3492180255.jpg; A spots team hugs after a play .
4546939692.jpg; A man wearing white shorts is riding a watercraft vehicle .
4546939692.jpg; A young man parasailing on the ocean .
4546939692.jpg; A man with white shorts is windsurfing on water and holding onto a colorful sail amid splashes of water .
3422956895.jpg; This child is playing in the pretty yellow flowers .
3422956895.jpg; A person wearing a blue top in a field of bright yellow flowers with a white flowered tree and another person in the background
3422956895.jpg; A young girl is standing in a field of yellow flowers .
4478989677.jpg; A young Hispanic woman in a pink tank top is painting .
4478989677.jpg; Girl in pink tank top and blue jeans rolling white paint outside
4478989677.jpg; A woman engaged in painting with a roller .
3084380974.jpg; A man in a wetsuit is surfing on blue water .
3084380974.jpg; a lone surfer diving into a large wave
3084380974.jpg; A surfer in a wetsuit crests a wave .
3890247909.jpg; A man in a blue shirt and khaki shorts is playing with his black and yellow dogs in a large grassy field .
3890247909.jpg; A man and his two dogs play fetch .
3890247909.jpg; A man plays outside with two dogs , one of whom is trying to catch a ball in the air .
2282573692.jpg; Two women are bathing at a spa .
2282573692.jpg; Two women are relaxing in a hot tub .
2282573692.jpg; Two women , one older and one younger , laughing in a jacuzzi at a spa .
506442511.jpg; A group of people on a bicycle trip taking a break on a street corner .
506442511.jpg; A group of cyclists are taking a break on a street corner .
506442511.jpg; A group of bicycle riders on street corner .
4490660229.jpg; A man discussing a story with a woman in a robe .
4490660229.jpg; A man in a dark suit and hat is talking to a woman in a white headscarf on the street .
4490660229.jpg; A man dressed all in black talks with a lady wearing a light blue dress and a white headscarf .
1365040902.jpg; An unshaven man with a serious look is standing in front of a parking meter on the sidewalk .
1365040902.jpg; A man wearing a gray t-shirt is standing beside a parking meter with a truck and small tree in the background .
1365040902.jpg; The man with the goatee and black shirt is walking along the street .
3349788466.jpg; Two girls are trying to sell some nuts to the driver .
3349788466.jpg; Man sitting in a van talks to two young girls .
3349788466.jpg; Two young girls talking to a man in a van .
3282634762.jpg; A swan preparing for flight across the pond
3282634762.jpg; A swan is flying through a body of water .
3282634762.jpg; White bird flying above water .
2942514377.jpg; A man in a blue shirt speaking with a man in a maroon shirt , while a man in a black shirt and jeans videotapes the conversation .
2942514377.jpg; Cameraman films a chef giving a dish to another man .
2942514377.jpg; a news interview with a man
3498157589.jpg; A man in a sweatshirt walks in front of a produce store .
3498157589.jpg; A man is walking by a local produce market .
3498157589.jpg; A man is walking past a Latin American produce shop .
1452361926.jpg; A toddler drinking from a cup in a toy car .
1452361926.jpg; A toddler in a red toy car drinks from a juice cup
1452361926.jpg; The child sits in a toy car and drinks from a sippy cup .
3382303178.jpg; A skateboarder jumps on an urban alleyway .
3382303178.jpg; A guy skateboarding .
3382303178.jpg; A boy is riding a skateboard down a slope that leads from a bridge to the street below .
3328397409.jpg; A person in a black jacket and light blue pants appears in the air with a custom snowboard .
3328397409.jpg; A man snowboards over an upturned garbage can in the woods .
3328397409.jpg; A man is snowboarding over a pipe .
1785138090.jpg; A woman in a swimsuit walks along the street next to three trees .
1785138090.jpg; A female walking wearing a string bikini towards a man in a striped shirt .
1785138090.jpg; A woman in a skimpy bathing suit walks away .
3030079705.jpg; A little girl playing piggyback with her father on a blanket in the park .
3030079705.jpg; A man lies on a blue blanket with a child on his back .
3030079705.jpg;" The little girl tackles a man and makes the universal sign for "" Touchdown ! """
3216617156.jpg; A breakdancer standing on his head while wearing a jacket and a beanie with khakis .
3216617156.jpg; A man breakdances on his head in the middle of the dance floor .
3216617156.jpg; One man , surrounded by a group of people is breakdancing on his head !
1884727806.jpg; a man and woman wearing Mickey Mouse ears in a crowd .
1884727806.jpg; A man and woman wearing Mickey Mouse ears stand in a crowd .
1884727806.jpg; A man and a woman wear mickey mouse ears at an event .
7735272386.jpg; At a table with her colleagues , a woman in a U.S. Army uniform fills in a chart .
7735272386.jpg; A female soldier is sitting in what appears to be a classroom while she writes on a large piece of paper with a marker .
7735272386.jpg; United States military personnel working on a group project .
2498093487.jpg; a young boy walking down the road of a busy street .
2498093487.jpg; A person is walking on a busy street while wearing a backpack .
2498093487.jpg; An asian male walking towards a group of people that are walking towards him .
7066475519.jpg; A man in a light blue shirt appears to be working on a small object while a miniature model town set up appears in the foreground .
7066475519.jpg; One may busy focusing on his work .
7066475519.jpg; A man is examining something level with his waist , in a public space with a toy train set in the foreground .
3285214689.jpg; Two basketball players oppose each other at the net .
3285214689.jpg; Two men are playing basketball and one is trying to block the others shot .
3285214689.jpg; Man in blue sport uniform with basketball in right hand attempting to score basket while being blocked by player in white uniform .
3744832122.jpg; A young person pitches in a baseball game .
3744832122.jpg; A boy pitches in a baseball game .
3744832122.jpg; The baseball player is throwing the ball .
6217699262.jpg; A man in a hard hat and jumpsuit sits on a yellow object .
6217699262.jpg; Man sitting atop oil rig on machine working .
6217699262.jpg; guy does his job in the middle of the ocean
1414412467.jpg; A man in a colorful shirt and a lady in a white blouse sign copies of books for people .
1414412467.jpg; Two people signing books .
1414412467.jpg; Three people talking at what appears to be a book signing
173621789.jpg; Green sunglasses and a pink swimsuit set the tone for stepping into the cold pool .
173621789.jpg; A little girl standing in a pool .
173621789.jpg; A young girl in a pink swimsuit holds onto a swimming pool railing .
2612027851.jpg; A skateboarder doing a trick in the air on a skating ramp .
2612027851.jpg; One male with glasses performing a skateboard trick in front of city .
2612027851.jpg; A man in a black shirt and glasses is skateboarding .
4546207144.jpg; A chubby woman is using a jet spray to wash an auto with New York plates and a breast cancer magnet .
4546207144.jpg; A woman washing her minivan at a self-service car wash
4546207144.jpg; A woman wearing green pants spraying water on her chevy van .
1000523639.jpg; a guy stitching up another man 's coat .
