image;caption
4642842928.jpg; A man in a woman sit on a motorcycle on a busy street at night .
3481556478.jpg; a crowd of people assemble for a cycling event .
219301555.jpg; An extremely wet woman is wading in front of a waterfall .
4876860378.jpg; A man in a pink striped shirt is selling flowers out of baskets .
3704431444.jpg; A black and brown dog runs along the sand , avoiding an oncoming wave .
3280104292.jpg; A shadow of a man standing over a staircase .
3399944164.jpg; A man in a purple shirt in front of a woman in a yellow shirt .
570520724.jpg; a man removing tree limbs .
4739381614.jpg; A man walking with a cane in front of a mural .
2441818043.jpg; A craftsman is sawing a plank of wood .
4689001890.jpg; Doctors wearing protective gear are performing surgery .
506461069.jpg; A man is leaning his bicycle on a tree .
1936972115.jpg; A man smiling for a picture inside of a restaurant .
2079491560.jpg; A woman with long red-hair is standing in her white kitchen holding a sponge and smiling to the person taking the photograph .
2718188904.jpg; A man rests with his hands over his head while shirtless .
3467843559.jpg; Three boys are posing for a picture , one of them making a silly face .
5687835693.jpg; Orchestra is playing in the background while we see the back of a cameraman in the foreground holding a video camera on his shoulder .
2887939135.jpg; Two women sitting on a beige couch .
145721496.jpg; A long-necked bird standing on a rock with waves crashing in the background .
2525716531.jpg; A man in a safety suit training a police German Shepherd .
424268604.jpg; Man working a machine that looks old .
2740013516.jpg; Officials are directing pedestrian traffic at night .
3341117695.jpg; A bicyclist wearing white sunglasses and a white and black helmet .
4022995667.jpg; A woman wearing black leggings and a black tank top is running in a race while bicyclists follow not far behind .
8247042603.jpg; A surfer in a black wetsuit catches a small wave .
221331362.jpg; young people outside , sitting on the pavement , talking .
931156700.jpg; A black and pink hot air balloon being inflated .
154789578.jpg; A black scientist looks through a scope examining a biological specimen 's blood cells .
2845872724.jpg; A teenage boy launching a projectile from a homemade catapult .
4575508753.jpg; Woman standing inside a window with artwork .
4195280723.jpg; A professor lectures an attentive group of students .
3172283002.jpg; Four people , two women in the front and a man and woman in the back , pose at night .
3696261825.jpg; Man doing a flip into the water below where a lady swimmer on a green noodle awaits .
3898684147.jpg; Two men wearing shorts and no shirts playing beach volleyball .
3846674484.jpg; A little girl in a floral print dress plays in a tub of water with water lilies .
4916206780.jpg; Several people walking in front of a building with yellow lettering .
198770290.jpg; A woman putting food out on a buffet .
3272847211.jpg; A young man in a white uniform holds a basketball surrounded by members of the opposing team wearing green .
2878190821.jpg; Little boy who has played in the dirt standing near his swing set .
4517193541.jpg; A group of buildings surrounding a street with people walking down it .
2822418176.jpg; A guy wearing protective pants is carving an owl on a perch out of wood using a chainsaw .
492323406.jpg; Two men and one women are standing in front of a stove cooking .
2195256068.jpg; A woman wearing a white sun visor is playing tennis .
11214470.jpg; Two construction workers are working on repairing a cobblestone walkway .
6596861005.jpg; A woman is casting a shadow on the map that she is looking at .
2835367658.jpg; A woman is preparing food at the store .
1289953720.jpg; A woman reaching out to lights .
2442581927.jpg; A man in a red jacket is bicycling down the road .
2285847538.jpg; An elderly man working with several lines of string .
3498482871.jpg; an african man is being dragged though wet mud by two cows whilst other people watch .
2957681960.jpg; Three army men engage in conversation with one another .
2561190409.jpg; Woman buying white pants in an open market .
4571036364.jpg; A woman standing in a crowd of people .
7000003068.jpg; Rugby player caught in the act of kicking a ball
4810150528.jpg; A man and woman stand at a railing looking across a vast water body .
2727062058.jpg; A sports team coach , dressed in navy , is pointing emphatically to something outside the picture .
4928359809.jpg; The parade of nations at the opening games of the Olympics .
4677472934.jpg; A woman in a red dress standing next to a large tree .
2759619591.jpg; Several children and some adults are sitting on the floor .
2125454445.jpg; A black and white dog in a plaid coat is carrying a very long stick .
124195430.jpg; An adult horse approaching a foal on a sandy plain .
1003428081.jpg; Four women in a living room , three of which are clearly playing a musical instrument .
363140724.jpg; Four cheerleaders in white , gray , and orange uniforms tossing a fifth into the air .
1461653394.jpg; A white dog snarls at a black dog in front of a set of steps .
4302494415.jpg; A man and a woman sitting on the floor cross-legged with full ziplock bags .
4439517165.jpg; A lady with a red jacket and a blue scarf checking her mobile device while leaning against a wall with a painting on it underneath a tall and green tree .
3282434895.jpg; a boy smiles by the pool .
4352924414.jpg; A man dressed in black is playing the harmonica .
2381102729.jpg; the white dog jumps over a stream of water .
488030111.jpg; Young girl with short , dark hair wearing a pink shirt climbing stairs in front of bicycles .
586384606.jpg; A swimmer is competing in a race .
200875615.jpg; A dedicated worker working on his craft shirtless .
4906687225.jpg; Black man playing plastic tub drums on the side of a street on a hot day .
6094363151.jpg; Three hikers walking up a steep hill in a beautiful wooded area .
3476902807.jpg; The man in the white hat has various items on the sidewalk .
491600485.jpg; A dog is looking up at a ball attached to the string .
4376136908.jpg; A boy in a striped shirt blows bubbles through a bubble wand .
133456953.jpg; A female wearing a black shirt and dark blue pants is practicing gymnastics on a beam , performing a handstnad split that exposes her bellybutton .
4137903219.jpg; A young boy doing a wheelie on his bike .
3296500180.jpg; Narrow streetway in old village .
3475861944.jpg; A group of people in costumes are gathered , some of them looking at a laptop .
4093746088.jpg; This man with a white hard hat , and gray vest , and long-sleeve shirt is standing on top of a roof .
4977290545.jpg; A man in a checkered shirt pushes a red bin in front of him while wearing something on his head .
403523132.jpg; The dog crouched on the orange rug and stared at the tennis ball .
2542662402.jpg; A woman next to a dog which is running an obstacle course .
2796930150.jpg; A man wearing a pink shirt , sits in a lawn chair at the park while fishing .
2937882774.jpg; A young woman walking on the sidewalk .
4922420794.jpg; A yellow can in New York City .
3851686271.jpg; Two people wearing white are dueling while a crowd watches .
984092829.jpg; Men doing tree surgery or looking for bees .
6473658663.jpg; A group of middle-age people are looking at illuminated drinks .
2193980605.jpg; A group of six people have jumped into the air in the middle of nowhere and one is catching a ball .
3087239494.jpg; A man plays a drum , among a group of people are gathered in a nightclub .
5770115416.jpg; An older man wearing a tan sweater is working on a painting .
2279496715.jpg; A little boy is sitting in a wheel barrel while a girl in pink holds the handles .
23770160.jpg; A man with long hair is playing the guitar .
388546416.jpg; A woman and two men walking down a hill on a sandy beach .
4971935706.jpg; Three people sitting in front of water next to an alligator warning sign .
2644916196.jpg; A child with a yellow cup and milk all over his face .
4812040741.jpg; 2 policemen having a conversation in the street .
202174343.jpg; A woman rock climbing on a sunny day .
3722540104.jpg; A man in sunglasses sits in a race car with an exposed engine .
2678343915.jpg; Sparks fly as a man in a protective mask , works on rusty metals .
